country,economy_code,iso_code,region,income_group,year,wbl_index,mobility,living_choice,travel_outside_home,passport_apply,travel_outside_country,workplace,get_job,law_gender_discr,employ_harrass_legisl,employ_harrass_crim_penalty,pay,equal_pay,night_work,dangerous_job,industrial_job,marriage,law_married_obey,head_of_hh,legisl_dom_violence,obtain_judgement_divorce,rights_remarry,parenthood,mother_paid_leave_avail,paid_mat_leave_length,gov_benefits_mat_leave,father_paid_leave_avail,paid_pat_leave_length,paid_parental_leave_avail,shared_days,mother_num_days,father_num_days,dismiss_preg_workers,entrepreneurship,credit_access_gender_discrim,sign_contract,register_business,open_bank_acc,assets,immov_prop_ownership,children_inherit_assets,surviving_spouses_inherit_assets,spouses_admin_authority_assets,valuation_nonmon_contrib,pension,retire_age_full_benefits,retire_age_partial_benefits,mandatory_retire_age,pension_ben_childcare_absence,total,overnight,oneday,cruise,expenditures
Brunei Darussalam,BRN,BRN,East Asia & Pacific,High income,2021,53.1,50,No,No,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,40,No,Yes,Yes,No,No,0,No,91,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,100,Yes,Yes,Yes,Yes,110000,4000,NA,NA,30000
Brunei Darussalam,BRN,BRN,East Asia & Pacific,High income,2022,53.1,50,No,No,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,40,No,Yes,Yes,No,No,0,No,91,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA
Brunei Darussalam,BRN,BRN,East Asia & Pacific,High income,2023,53.1,50,No,No,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,40,No,Yes,Yes,No,No,0,No,91,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA
Bulgaria,BGR,BGR,Europe & Central Asia,Upper middle income,1995,68.1,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,40,Yes,120,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,8005000,3466000,4539000,NA,662000
Bulgaria,BGR,BGR,Europe & Central Asia,Upper middle income,1996,68.1,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,40,Yes,120,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,6811000,2795000,4016000,NA,541000
Bulgaria,BGR,BGR,Europe & Central Asia,Upper middle income,1997,68.1,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,40,Yes,120,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,7543000,2980000,4563000,NA,517000
Bulgaria,BGR,BGR,Europe & Central Asia,Upper middle income,1998,68.1,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,40,Yes,120,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,5240000,2667000,2573000,NA,NA
Bulgaria,BGR,BGR,Europe & Central Asia,Upper middle income,1999,68.1,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,40,Yes,120,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,5056000,2472000,2584000,NA,NA
Bulgaria,BGR,BGR,Europe & Central Asia,Upper middle income,2000,68.1,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,40,Yes,120,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,4922000,2785000,2137000,NA,NA
Bulgaria,BGR,BGR,Europe & Central Asia,Upper middle income,2001,68.1,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,40,Yes,120,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,5104000,3186000,1918000,NA,NA
Bulgaria,BGR,BGR,Europe & Central Asia,Upper middle income,2002,73.8,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,No,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,120,Yes,No,0,Yes,655,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,5563000,3433000,2130000,NA,NA
Bulgaria,BGR,BGR,Europe & Central Asia,Upper middle income,2003,73.8,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,No,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,120,Yes,No,0,Yes,655,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,6241000,4048000,2193000,NA,NA
Bulgaria,BGR,BGR,Europe & Central Asia,Upper middle income,2004,73.8,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,No,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,120,Yes,No,0,Yes,655,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,6982000,4630000,2352000,NA,NA
Bulgaria,BGR,BGR,Europe & Central Asia,Upper middle income,2005,85.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,Yes,No,Yes,No,80,Yes,Yes,No,Yes,Yes,80,Yes,120,Yes,No,0,Yes,655,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,7282000,4837000,2445000,NA,NA
Bulgaria,BGR,BGR,Europe & Central Asia,Upper middle income,2006,91.3,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,135,Yes,No,0,Yes,640,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,7499000,5158000,2341000,NA,NA
Bulgaria,BGR,BGR,Europe & Central Asia,Upper middle income,2007,91.3,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,135,Yes,No,0,Yes,640,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,7726000,5151000,2574000,NA,NA
Bulgaria,BGR,BGR,Europe & Central Asia,Upper middle income,2008,91.3,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,315,Yes,No,0,Yes,460,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,8533000,5780000,2753000,NA,NA
Bulgaria,BGR,BGR,Europe & Central Asia,Upper middle income,2009,91.3,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,315,Yes,No,0,Yes,460,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,7873000,5739000,2134000,NA,NA
Bulgaria,BGR,BGR,Europe & Central Asia,Upper middle income,2010,93.8,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,410,Yes,Yes,15,Yes,365,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,8374000,6047000,2327000,NA,NA
Bulgaria,BGR,BGR,Europe & Central Asia,Upper middle income,2011,93.8,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,410,Yes,Yes,15,Yes,365,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,8713000,6328000,2385000,NA,NA
Bulgaria,BGR,BGR,Europe & Central Asia,Upper middle income,2012,90.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,410,Yes,Yes,15,Yes,365,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes,8867000,6541000,2326000,NA,NA
Bulgaria,BGR,BGR,Europe & Central Asia,Upper middle income,2013,90.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,410,Yes,Yes,15,Yes,365,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes,9192000,6898000,2294000,NA,NA
Bulgaria,BGR,BGR,Europe & Central Asia,Upper middle income,2014,90.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,410,Yes,Yes,15,Yes,365,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes,9409000,7311000,2098000,NA,NA
Bulgaria,BGR,BGR,Europe & Central Asia,Upper middle income,2015,90.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,410,Yes,Yes,15,Yes,365,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes,9317000,7099000,2218000,NA,NA
Bulgaria,BGR,BGR,Europe & Central Asia,Upper middle income,2016,90.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,410,Yes,Yes,15,Yes,365,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes,10604000,8252000,2352000,NA,NA
Bulgaria,BGR,BGR,Europe & Central Asia,Upper middle income,2017,90.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,410,Yes,Yes,15,Yes,365,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes,11596000,8883000,2713000,NA,NA
Bulgaria,BGR,BGR,Europe & Central Asia,Upper middle income,2018,90.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,410,Yes,Yes,15,Yes,365,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes,12368000,9273000,3095000,NA,NA
Bulgaria,BGR,BGR,Europe & Central Asia,Upper middle income,2019,90.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,410,Yes,Yes,15,Yes,365,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes,12552000,7775000,4777000,NA,NA
Bulgaria,BGR,BGR,Europe & Central Asia,Upper middle income,2020,90.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,410,Yes,Yes,15,Yes,365,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes,4973000,1290000,3683000,NA,NA
Bulgaria,BGR,BGR,Europe & Central Asia,Upper middle income,2021,90.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,410,Yes,Yes,15,Yes,365,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes,7188000,2300000,4888000,NA,NA
Bulgaria,BGR,BGR,Europe & Central Asia,Upper middle income,2022,90.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,410,Yes,Yes,15,Yes,365,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes,NA,NA,NA,NA,NA
Bulgaria,BGR,BGR,Europe & Central Asia,Upper middle income,2023,90.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,410,Yes,Yes,15,Yes,365,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes,NA,NA,NA,NA,NA
Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,1995,70.6,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,60,Yes,Yes,No,Yes,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,124000,NA,NA,NA
Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,1996,70.6,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,60,Yes,Yes,No,Yes,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,131000,NA,NA,NA
Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,1997,70.6,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,60,Yes,Yes,No,Yes,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,138000,NA,NA,NA
Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,1998,70.6,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,60,Yes,Yes,No,Yes,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,160000,NA,NA,NA
Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,1999,70.6,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,60,Yes,Yes,No,Yes,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,117000,NA,NA,NA
Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,2000,70.6,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,60,Yes,Yes,No,Yes,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,126000,NA,NA,23000
Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,2001,70.6,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,60,Yes,Yes,No,Yes,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,128000,NA,NA,25000
Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,2002,70.6,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,60,Yes,Yes,No,Yes,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,150000,NA,NA,37000
Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,2003,70.6,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,60,Yes,Yes,No,Yes,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,163000,NA,NA,38000
Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,2004,70.6,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,60,Yes,Yes,No,Yes,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,222000,NA,NA,52000
Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,2005,70.6,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,60,Yes,Yes,No,Yes,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,245000,NA,NA,46000
Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,2006,76.9,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,Yes,No,Yes,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,264000,NA,NA,55000
Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,2007,76.9,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,Yes,No,Yes,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,289000,NA,NA,61000
Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,2008,76.9,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,Yes,No,Yes,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,272000,NA,NA,82000
Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,2009,76.9,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,Yes,No,Yes,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,269000,NA,NA,99000
Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,2010,76.9,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,Yes,No,Yes,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,274000,NA,NA,105000
Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,2011,76.9,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,Yes,No,Yes,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,238000,NA,NA,116000
Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,2012,76.9,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,Yes,No,Yes,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,237000,NA,NA,128000
Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,2013,76.9,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,Yes,No,Yes,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,218000,NA,NA,200000
Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,2014,76.9,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,Yes,No,Yes,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,191000,NA,NA,183000
Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,2015,76.9,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,Yes,No,Yes,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,163000,NA,NA,152000
Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,2016,76.9,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,Yes,No,Yes,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,152000,NA,NA,172000
Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,2017,76.9,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,Yes,No,Yes,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,143000,NA,NA,172000
Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,2018,76.9,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,Yes,No,Yes,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,144000,NA,NA,179000
Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,2019,80,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,Yes,No,Yes,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,143000,NA,NA,173000
Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,2020,82.5,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,80,Yes,Yes,Yes,Yes,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,67000,NA,NA,128000
Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,2021,82.5,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,80,Yes,Yes,Yes,Yes,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,106000,NA,NA,NA
Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,2022,82.5,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,80,Yes,Yes,Yes,Yes,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA
Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,2023,82.5,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,80,Yes,Yes,Yes,Yes,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA
Burundi,BDI,BDI,Sub-Saharan Africa,Low income,1995,64.4,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,40,No,84,No,Yes,4,No,0,0,0,Yes,75,No,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No,NA,34000,NA,NA,2400
Burundi,BDI,BDI,Sub-Saharan Africa,Low income,1996,64.4,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,40,No,84,No,Yes,4,No,0,0,0,Yes,75,No,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No,NA,27000,NA,NA,2100
Burundi,BDI,BDI,Sub-Saharan Africa,Low income,1997,64.4,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,40,No,84,No,Yes,4,No,0,0,0,Yes,75,No,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No,NA,11000,NA,NA,1400
Burundi,BDI,BDI,Sub-Saharan Africa,Low income,1998,64.4,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,40,No,84,No,Yes,4,No,0,0,0,Yes,75,No,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No,NA,15000,NA,NA,1300
Burundi,BDI,BDI,Sub-Saharan Africa,Low income,1999,64.4,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,40,No,84,No,Yes,4,No,0,0,0,Yes,75,No,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No,NA,26000,NA,NA,1200
